0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
778508,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/70339ab6-620e-4a0f-b864-a6301a0d4c9c,00684887,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Liatris scariosa var. novae-angliae,Lunell,Liatris,scariosa,var.,novae-angliae,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10506,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:99363dd6-3d6c-47f9-9a4f-f2e6cb894220,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=778508
778509,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8abb96be-2ab6-4869-ac88-fc7de025927e,00684888,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Liatris scariosa var. novae-angliae,Lunell,Liatris,scariosa,var.,novae-angliae,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10506,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:64f979b2-07a2-40ea-9a5a-60e04668ee6f,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=778509
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
741533,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2a951027-1a53-4e3c-ac29-3ec7d4e33e8e,00637493,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Sonchus asper,(L.) Hill,Sonchus,asper,,,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10725,1913-09-14,1913,9,14,,,"September 14, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:a9a89851-354d-4e1d-a1d3-65b7bbe7075b,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=741533
741534,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2057a880-028c-461c-8e33-a8b4e033262f,00637494,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Sonchus asper,(L.) Hill,Sonchus,asper,,,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10725,1913-09-14,1913,9,14,,,"September 14, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:3e246eab-3e33-465c-81a5-ca10cc9074a6,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=741534
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
1046652,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/40dc8c87-bca4-4e2e-800a-5863b090b611,00832757,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Symphyotrichum novi-belgii,(L.) G.L. Nesom,Symphyotrichum,novi-belgii,,,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10603,1913-09-13,1913,9,13,,,"September 13, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,rebecca,2015-09-17 17:41:46,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:0b13728a-d42c-450f-9837-5a5dd105b800,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=1046652
1046650,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/bc08d202-5c0a-4aba-928c-90647c7e4ea6,00832755,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Symphyotrichum novi-belgii,(L.) G.L. Nesom,Symphyotrichum,novi-belgii,,,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10603,1913-09-13,1913,9,13,,,"September 13, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,rebecca,2015-09-17 17:41:46,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:335f6682-6d98-4d6d-a917-8d81a842ebf3,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=1046650
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
1037617,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e4c4eace-9c93-42a0-8c5a-1c71f6b382a0,01019323,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Mikania scandens,(L.) Willd.,Mikania,scandens,,,,,,,,,,M. L. Fernald; B. Long,10502,1913-08-19,1913,8,19,,,"August 19, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,ella,2015-09-03 16:17:11,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:3ae7bfa3-41c2-4e4d-ba4a-c5dd43c8a1b8,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=1037617
1037618,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/683a2ce7-7e7c-464e-b253-9672a0905626,01019324,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Mikania scandens,(L.) Willd.,Mikania,scandens,,,,,,,,,,M. L. Fernald; B. Long,10502,1913-08-19,1913,8,19,,,"August 19, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,ella,2015-09-03 16:17:11,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:fd92376f-6eff-4765-8738-c9929f51e8ca,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=1037618
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
752160,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5a3d6e78-ecb7-40d2-90f4-a8a26e84eea5,00691886,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Xanthium strumarium var. canadense,(Mill.) Torr. & A. Gray,Xanthium,strumarium,var.,canadense,,,,,,,,M. L. Fernald; F. W. Hunnewell 2nd; B. Long,10659,1913-08-22,1913,8,22,,,"August 22, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:9a5fd95b-a6cf-492c-a953-53562bfa21ae,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=752160
752162,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ced4a2e2-3474-400e-8e95-08c662181464,00691888,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Xanthium strumarium var. canadense,(Mill.) Torr. & A. Gray,Xanthium,strumarium,var.,canadense,,,,,,,,M. L. Fernald; F. W. Hunnewell 2nd; B. Long,10659,1913-08-22,1913,8,22,,,"August 22, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:eafa4762-e0bc-4aa5-98c7-a781cf743533,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=752162
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
776611,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7ad14070-562d-42b0-b011-c28a2af4b2c2,00725681,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Artemisia campestris ssp. caudata,(Michx.) H.M. Hall & Clem.,Artemisia,campestris,ssp.,caudata,,,,,,,,"M. L. Fernald; F. W. Hunnewell, 2nd; B. Long",10705,1913-08-22,1913,8,22,,,"August 22, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,rebecca,2015-08-12 11:04:07,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:10a73179-40c3-4e26-97b3-fd319379ca98,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=776611
776612,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4c9ae413-3e2e-4cdc-a63f-bea820ce1ae3,00725682,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Artemisia campestris ssp. caudata,(Michx.) H.M. Hall & Clem.,Artemisia,campestris,ssp.,caudata,,,,,,,,"M. L. Fernald; F. W. Hunnewell, 2nd; B. Long",19705,1913-08-22,1913,8,22,,,"August 22, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,rebecca,2015-08-12 11:04:07,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:85c4d984-b164-4c2a-a8d5-4230b51789b6,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=776612
776613,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d6140225-de84-4e85-8c39-34e488db10b4,00725683,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Artemisia campestris ssp. caudata,(Michx.) H.M. Hall & Clem.,Artemisia,campestris,ssp.,caudata,,,,,,,,"M. L. Fernald; F. W. Hunnewell, 2nd; B. Long",10705,1913-08-22,1913,8,22,,,"August 22, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,rebecca,2015-08-12 11:04:07,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:86042819-6368-4b86-82f3-efc917f0af9e,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=776613
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
776844,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d8c24211-b288-4aee-b45f-244246bf400f,00725884,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Gamochaeta purpurea,(L.) Cabrera,Gamochaeta,purpurea,,,,,,,,,,"M. L. Fernald; F. W. Hunnewell, 2nd; B. Long",10654,1913-08-20,1913,8,20,,,"August 20, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,ella,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:715b75c9-4182-4a4e-b73b-3be0d0ae20bc,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=776844
